characteristic	 value	 user_id	 study_name	 
dayofbirth	.	9988698	alexandersanchez.exemplars10
birthmonth	11	9988698	alexandersanchez.exemplars10
genoccupation	11	9988698	alexandersanchez.exemplars10
occupation	11-2000	9988698	alexandersanchez.exemplars10
birthyear	1958	9988698	alexandersanchez.exemplars10
ethnicityomb	2	9988698	alexandersanchez.exemplars10
politicalid	2	9988698	alexandersanchez.exemplars10
religionid	2	9988698	alexandersanchez.exemplars10
major	3	9988698	alexandersanchez.exemplars10
education	5	9988698	alexandersanchez.exemplars10
raceomb	5	9988698	alexandersanchez.exemplars10
zipcode	75040	9988698	alexandersanchez.exemplars10
sex	f	9988698	alexandersanchez.exemplars10
relfamily	presbyterian	9988698	alexandersanchez.exemplars10
reldenom	presbyterian church in the usa (pcusa)	9988698	alexandersanchez.exemplars10
religion	protestant	9988698	alexandersanchez.exemplars10
citizenship	us	9988698	alexandersanchez.exemplars10
residence	us	9988698	alexandersanchez.exemplars10
politicalid	-1	10056435	alexandersanchez.exemplars10
dayofbirth	.	10056435	alexandersanchez.exemplars10
relfamily	.	10056435	alexandersanchez.exemplars10
birthyear	1991	10056435	alexandersanchez.exemplars10
ethnicityomb	2	10056435	alexandersanchez.exemplars10
zipcode	21014	10056435	alexandersanchez.exemplars10
genoccupation	25-9999	10056435	alexandersanchez.exemplars10
occupation	25-9999	10056435	alexandersanchez.exemplars10
religionid	3	10056435	alexandersanchez.exemplars10
raceomb	6	10056435	alexandersanchez.exemplars10
major	7	10056435	alexandersanchez.exemplars10
education	8	10056435	alexandersanchez.exemplars10
birthmonth	9	10056435	alexandersanchez.exemplars10
sex	f	10056435	alexandersanchez.exemplars10
religion	protestant	10056435	alexandersanchez.exemplars10
citizenship	us	10056435	alexandersanchez.exemplars10
residence	us	10056435	alexandersanchez.exemplars10
dayofbirth	.	10072681	alexandersanchez.exemplars10
zipcode	02021	10072681	alexandersanchez.exemplars10
birthyear	1980	10072681	alexandersanchez.exemplars10
birthmonth	2	10072681	alexandersanchez.exemplars10
ethnicityomb	2	10072681	alexandersanchez.exemplars10
politicalid	2	10072681	alexandersanchez.exemplars10
religionid	2	10072681	alexandersanchez.exemplars10
genoccupation	25	10072681	alexandersanchez.exemplars10
occupation	25-5000	10072681	alexandersanchez.exemplars10
major	5	10072681	alexandersanchez.exemplars10
raceomb	5	10072681	alexandersanchez.exemplars10
education	9	10072681	alexandersanchez.exemplars10
religion	catholic	10072681	alexandersanchez.exemplars10
sex	f	10072681	alexandersanchez.exemplars10
relfamily	other catholic	10072681	alexandersanchez.exemplars10
citizenship	us	10072681	alexandersanchez.exemplars10
residence	us	10072681	alexandersanchez.exemplars10
dayofbirth	.	10122595	alexandersanchez.exemplars10
politicalid	0	10122595	alexandersanchez.exemplars10
birthmonth	11	10122595	alexandersanchez.exemplars10
birthyear	1988	10122595	alexandersanchez.exemplars10
ethnicityomb	2	10122595	alexandersanchez.exemplars10
genoccupation	25	10122595	alexandersanchez.exemplars10
occupation	25-2000	10122595	alexandersanchez.exemplars10
religionid	4	10122595	alexandersanchez.exemplars10
major	5	10122595	alexandersanchez.exemplars10
raceomb	6	10122595	alexandersanchez.exemplars10
education	7	10122595	alexandersanchez.exemplars10
zipcode	85745	10122595	alexandersanchez.exemplars10
sex	f	10122595	alexandersanchez.exemplars10
reldenom	just a christian	10122595	alexandersanchez.exemplars10
relfamily	nondenominational	10122595	alexandersanchez.exemplars10
religion	protestant	10122595	alexandersanchez.exemplars10
residence	sm	10122595	alexandersanchez.exemplars10
citizenship	us	10122595	alexandersanchez.exemplars10
dayofbirth	.	10144314	alexandersanchez.exemplars10
politicalid	.	10144314	alexandersanchez.exemplars10
relfamily	.	10144314	alexandersanchez.exemplars10
religionid	.	10144314	alexandersanchez.exemplars10
major	1	10144314	alexandersanchez.exemplars10
genoccupation	19	10144314	alexandersanchez.exemplars10
birthyear	1967	10144314	alexandersanchez.exemplars10
ethnicityomb	2	10144314	alexandersanchez.exemplars10
raceomb	2	10144314	alexandersanchez.exemplars10
birthmonth	6	10144314	alexandersanchez.exemplars10
education	8	10144314	alexandersanchez.exemplars10
sex	f	10144314	alexandersanchez.exemplars10
religion	hindu	10144314	alexandersanchez.exemplars10
citizenship	uk	10144314	alexandersanchez.exemplars10
residence	uk	10144314	alexandersanchez.exemplars10
dayofbirth	.	10412003	alexandersanchez.exemplars10
ethnicityomb	.	10412003	alexandersanchez.exemplars10
religionid	1	10412003	alexandersanchez.exemplars10
birthyear	1969	10412003	alexandersanchez.exemplars10
genoccupation	25	10412003	alexandersanchez.exemplars10
occupation	25-2000	10412003	alexandersanchez.exemplars10
politicalid	3	10412003	alexandersanchez.exemplars10
major	5	10412003	alexandersanchez.exemplars10
raceomb	5	10412003	alexandersanchez.exemplars10
zipcode	60610	10412003	alexandersanchez.exemplars10
birthmonth	7	10412003	alexandersanchez.exemplars10
education	9	10412003	alexandersanchez.exemplars10
relfamily	baptist	10412003	alexandersanchez.exemplars10
sex	f	10412003	alexandersanchez.exemplars10
reldenom	other baptist church	10412003	alexandersanchez.exemplars10
religion	protestant	10412003	alexandersanchez.exemplars10
residence	sm	10412003	alexandersanchez.exemplars10
citizenship	us	10412003	alexandersanchez.exemplars10
dayofbirth	.	10416994	alexandersanchez.exemplars10
zipcode	10589	10416994	alexandersanchez.exemplars10
education	14	10416994	alexandersanchez.exemplars10
birthyear	1941	10416994	alexandersanchez.exemplars10
ethnicityomb	2	10416994	alexandersanchez.exemplars10
major	2	10416994	alexandersanchez.exemplars10
politicalid	2	10416994	alexandersanchez.exemplars10
religionid	4	10416994	alexandersanchez.exemplars10
birthmonth	6	10416994	alexandersanchez.exemplars10
raceomb	7	10416994	alexandersanchez.exemplars10
genoccupation	99-0001	10416994	alexandersanchez.exemplars10
occupation	99-0001	10416994	alexandersanchez.exemplars10
sex	f	10416994	alexandersanchez.exemplars10
reldenom	other christian	10416994	alexandersanchez.exemplars10
relfamily	otherchristian	10416994	alexandersanchez.exemplars10
religion	protestant	10416994	alexandersanchez.exemplars10
citizenship	us	10416994	alexandersanchez.exemplars10
residence	us	10416994	alexandersanchez.exemplars10
dayofbirth	.	10424894	alexandersanchez.exemplars10
birthyear	1979	10424894	alexandersanchez.exemplars10
ethnicityomb	2	10424894	alexandersanchez.exemplars10
politicalid	2	10424894	alexandersanchez.exemplars10
religionid	2	10424894	alexandersanchez.exemplars10
genoccupation	25	10424894	alexandersanchez.exemplars10
occupation	25-1000	10424894	alexandersanchez.exemplars10
birthmonth	4	10424894	alexandersanchez.exemplars10
major	5	10424894	alexandersanchez.exemplars10
raceomb	5	10424894	alexandersanchez.exemplars10
zipcode	80011	10424894	alexandersanchez.exemplars10
education	9	10424894	alexandersanchez.exemplars10
sex	f	10424894	alexandersanchez.exemplars10
reldenom	just a christian	10424894	alexandersanchez.exemplars10
relfamily	nondenominational	10424894	alexandersanchez.exemplars10
religion	protestant	10424894	alexandersanchez.exemplars10
residence	sm	10424894	alexandersanchez.exemplars10
citizenship	us	10424894	alexandersanchez.exemplars10
dayofbirth	.	10453335	alexandersanchez.exemplars10
religionid	1	10453335	alexandersanchez.exemplars10
birthyear	1996	10453335	alexandersanchez.exemplars10
ethnicityomb	2	10453335	alexandersanchez.exemplars10
politicalid	2	10453335	alexandersanchez.exemplars10
genoccupation	25-9999	10453335	alexandersanchez.exemplars10
occupation	25-9999	10453335	alexandersanchez.exemplars10
major	4	10453335	alexandersanchez.exemplars10
education	5	10453335	alexandersanchez.exemplars10
raceomb	5	10453335	alexandersanchez.exemplars10
birthmonth	7	10453335	alexandersanchez.exemplars10
relfamily	agnostic	10453335	alexandersanchez.exemplars10
sex	f	10453335	alexandersanchez.exemplars10
religion	none	10453335	alexandersanchez.exemplars10
residence	sm	10453335	alexandersanchez.exemplars10
citizenship	us	10453335	alexandersanchez.exemplars10
dayofbirth	.	10471256	alexandersanchez.exemplars10
religionid	1	10471256	alexandersanchez.exemplars10
zipcode	10520	10471256	alexandersanchez.exemplars10
birthyear	1959	10471256	alexandersanchez.exemplars10
ethnicityomb	2	10471256	alexandersanchez.exemplars10
genoccupation	25	10471256	alexandersanchez.exemplars10
occupation	25-2000	10471256	alexandersanchez.exemplars10
politicalid	3	10471256	alexandersanchez.exemplars10
birthmonth	5	10471256	alexandersanchez.exemplars10
major	5	10471256	alexandersanchez.exemplars10
raceomb	6	10471256	alexandersanchez.exemplars10
education	9	10471256	alexandersanchez.exemplars10
relfamily	agnostic	10471256	alexandersanchez.exemplars10
sex	f	10471256	alexandersanchez.exemplars10
religion	none	10471256	alexandersanchez.exemplars10
residence	sm	10471256	alexandersanchez.exemplars10
citizenship	us	10471256	alexandersanchez.exemplars10
dayofbirth	.	10488171	alexandersanchez.exemplars10
zipcode	07204	10488171	alexandersanchez.exemplars10
birthmonth	10	10488171	alexandersanchez.exemplars10
major	10	10488171	alexandersanchez.exemplars10
birthyear	1987	10488171	alexandersanchez.exemplars10
ethnicityomb	2	10488171	alexandersanchez.exemplars10
politicalid	2	10488171	alexandersanchez.exemplars10
religionid	2	10488171	alexandersanchez.exemplars10
genoccupation	25	10488171	alexandersanchez.exemplars10
occupation	25-3000	10488171	alexandersanchez.exemplars10
raceomb	6	10488171	alexandersanchez.exemplars10
education	9	10488171	alexandersanchez.exemplars10
sex	f	10488171	alexandersanchez.exemplars10
religion	none	10488171	alexandersanchez.exemplars10
residence	sm	10488171	alexandersanchez.exemplars10
relfamily	spiritual, no organized religion	10488171	alexandersanchez.exemplars10
citizenship	us	10488171	alexandersanchez.exemplars10
dayofbirth	.	10617538	alexandersanchez.exemplars10
major	12	10617538	alexandersanchez.exemplars10
education	13	10617538	alexandersanchez.exemplars10
birthyear	1963	10617538	alexandersanchez.exemplars10
ethnicityomb	2	10617538	alexandersanchez.exemplars10
genoccupation	25	10617538	alexandersanchez.exemplars10
occupation	25-1000	10617538	alexandersanchez.exemplars10
zipcode	29412	10617538	alexandersanchez.exemplars10
politicalid	3	10617538	alexandersanchez.exemplars10
religionid	3	10617538	alexandersanchez.exemplars10
birthmonth	4	10617538	alexandersanchez.exemplars10
raceomb	6	10617538	alexandersanchez.exemplars10
sex	m	10617538	alexandersanchez.exemplars10
relfamily	methodist	10617538	alexandersanchez.exemplars10
religion	protestant	10617538	alexandersanchez.exemplars10
residence	sm	10617538	alexandersanchez.exemplars10
reldenom	united methodist	10617538	alexandersanchez.exemplars10
citizenship	us	10617538	alexandersanchez.exemplars10
dayofbirth	.	10715389	alexandersanchez.exemplars10
religionid	1	10715389	alexandersanchez.exemplars10
birthmonth	10	10715389	alexandersanchez.exemplars10
birthyear	1990	10715389	alexandersanchez.exemplars10
ethnicityomb	2	10715389	alexandersanchez.exemplars10
genoccupation	25-9999	10715389	alexandersanchez.exemplars10
major	3	10715389	alexandersanchez.exemplars10
politicalid	3	10715389	alexandersanchez.exemplars10
education	7	10715389	alexandersanchez.exemplars10
raceomb	9	10715389	alexandersanchez.exemplars10
sex	m	10715389	alexandersanchez.exemplars10
religion	none	10715389	alexandersanchez.exemplars10
citizenship	tr	10715389	alexandersanchez.exemplars10
residence	tr	10715389	alexandersanchez.exemplars10
dayofbirth	.	10760843	alexandersanchez.exemplars10
relfamily	.	10760843	alexandersanchez.exemplars10
major	13	10760843	alexandersanchez.exemplars10
birthyear	1988	10760843	alexandersanchez.exemplars10
ethnicityomb	2	10760843	alexandersanchez.exemplars10
politicalid	3	10760843	alexandersanchez.exemplars10
religionid	3	10760843	alexandersanchez.exemplars10
zipcode	38112	10760843	alexandersanchez.exemplars10
genoccupation	43	10760843	alexandersanchez.exemplars10
birthmonth	5	10760843	alexandersanchez.exemplars10
raceomb	6	10760843	alexandersanchez.exemplars10
education	7	10760843	alexandersanchez.exemplars10
sex	f	10760843	alexandersanchez.exemplars10
religion	protestant	10760843	alexandersanchez.exemplars10
citizenship	us	10760843	alexandersanchez.exemplars10
residence	us	10760843	alexandersanchez.exemplars10
dayofbirth	.	10871803	alexandersanchez.exemplars10
religionid	1	10871803	alexandersanchez.exemplars10
major	10	10871803	alexandersanchez.exemplars10
birthyear	1951	10871803	alexandersanchez.exemplars10
ethnicityomb	2	10871803	alexandersanchez.exemplars10
genoccupation	25	10871803	alexandersanchez.exemplars10
occupation	25-3000	10871803	alexandersanchez.exemplars10
politicalid	3	10871803	alexandersanchez.exemplars10
raceomb	6	10871803	alexandersanchez.exemplars10
birthmonth	8	10871803	alexandersanchez.exemplars10
education	9	10871803	alexandersanchez.exemplars10
zipcode	96790	10871803	alexandersanchez.exemplars10
sex	m	10871803	alexandersanchez.exemplars10
relfamily	other: not listed	10871803	alexandersanchez.exemplars10
religion	otherrelig	10871803	alexandersanchez.exemplars10
citizenship	us	10871803	alexandersanchez.exemplars10
residence	us	10871803	alexandersanchez.exemplars10
dayofbirth	.	10873010	alexandersanchez.exemplars10
relfamily	.	10873010	alexandersanchez.exemplars10
birthmonth	11	10873010	alexandersanchez.exemplars10
major	13	10873010	alexandersanchez.exemplars10
birthyear	1955	10873010	alexandersanchez.exemplars10
ethnicityomb	2	10873010	alexandersanchez.exemplars10
religionid	2	10873010	alexandersanchez.exemplars10
genoccupation	25	10873010	alexandersanchez.exemplars10
politicalid	3	10873010	alexandersanchez.exemplars10
zipcode	44021	10873010	alexandersanchez.exemplars10
raceomb	6	10873010	alexandersanchez.exemplars10
education	9	10873010	alexandersanchez.exemplars10
sex	f	10873010	alexandersanchez.exemplars10
religion	protestant	10873010	alexandersanchez.exemplars10
citizenship	us	10873010	alexandersanchez.exemplars10
residence	us	10873010	alexandersanchez.exemplars10
dayofbirth	.	10901063	alexandersanchez.exemplars10
ethnicityomb	.	10901063	alexandersanchez.exemplars10
genoccupation	.	10901063	alexandersanchez.exemplars10
major	.	10901063	alexandersanchez.exemplars10
politicalid	.	10901063	alexandersanchez.exemplars10
relfamily	.	10901063	alexandersanchez.exemplars10
religionid	.	10901063	alexandersanchez.exemplars10
zipcode	1000	10901063	alexandersanchez.exemplars10
birthyear	1988	10901063	alexandersanchez.exemplars10
birthmonth	3	10901063	alexandersanchez.exemplars10
raceomb	6	10901063	alexandersanchez.exemplars10
education	7	10901063	alexandersanchez.exemplars10
residence	bg	10901063	alexandersanchez.exemplars10
sex	m	10901063	alexandersanchez.exemplars10
religion	none	10901063	alexandersanchez.exemplars10
citizenship	ru	10901063	alexandersanchez.exemplars10
dayofbirth	.	10932319	alexandersanchez.exemplars10
relfamily	.	10932319	alexandersanchez.exemplars10
birthmonth	1	10932319	alexandersanchez.exemplars10
religionid	1	10932319	alexandersanchez.exemplars10
birthyear	1964	10932319	alexandersanchez.exemplars10
ethnicityomb	2	10932319	alexandersanchez.exemplars10
politicalid	2	10932319	alexandersanchez.exemplars10
genoccupation	25	10932319	alexandersanchez.exemplars10
major	5	10932319	alexandersanchez.exemplars10
raceomb	8	10932319	alexandersanchez.exemplars10
education	9	10932319	alexandersanchez.exemplars10
zipcode	92672	10932319	alexandersanchez.exemplars10
sex	f	10932319	alexandersanchez.exemplars10
religion	none	10932319	alexandersanchez.exemplars10
citizenship	us	10932319	alexandersanchez.exemplars10
residence	us	10932319	alexandersanchez.exemplars10
dayofbirth	.	11087332	alexandersanchez.exemplars10
politicalid	.	11087332	alexandersanchez.exemplars10
religion	.	11087332	alexandersanchez.exemplars10
religionid	.	11087332	alexandersanchez.exemplars10
major	13	11087332	alexandersanchez.exemplars10
birthyear	1964	11087332	alexandersanchez.exemplars10
ethnicityomb	3	11087332	alexandersanchez.exemplars10
genoccupation	33	11087332	alexandersanchez.exemplars10
occupation	33-xxxx	11087332	alexandersanchez.exemplars10
birthmonth	5	11087332	alexandersanchez.exemplars10
education	5	11087332	alexandersanchez.exemplars10
raceomb	6	11087332	alexandersanchez.exemplars10
citizenship	ca	11087332	alexandersanchez.exemplars10
residence	ca	11087332	alexandersanchez.exemplars10
zipcode	e4v 1s9	11087332	alexandersanchez.exemplars10
sex	f	11087332	alexandersanchez.exemplars10
dayofbirth	.	11104819	alexandersanchez.exemplars10
zipcode	02090	11104819	alexandersanchez.exemplars10
major	10	11104819	alexandersanchez.exemplars10
birthmonth	11	11104819	alexandersanchez.exemplars10
birthyear	1999	11104819	alexandersanchez.exemplars10
ethnicityomb	2	11104819	alexandersanchez.exemplars10
politicalid	2	11104819	alexandersanchez.exemplars10
religionid	2	11104819	alexandersanchez.exemplars10
genoccupation	25-9999	11104819	alexandersanchez.exemplars10
occupation	25-9999	11104819	alexandersanchez.exemplars10
education	5	11104819	alexandersanchez.exemplars10
raceomb	6	11104819	alexandersanchez.exemplars10
religion	catholic	11104819	alexandersanchez.exemplars10
sex	f	11104819	alexandersanchez.exemplars10
relfamily	other catholic	11104819	alexandersanchez.exemplars10
citizenship	us	11104819	alexandersanchez.exemplars10
residence	us	11104819	alexandersanchez.exemplars10
dayofbirth	.	11125503	alexandersanchez.exemplars10
religionid	1	11125503	alexandersanchez.exemplars10
education	10	11125503	alexandersanchez.exemplars10
birthyear	1984	11125503	alexandersanchez.exemplars10
ethnicityomb	2	11125503	alexandersanchez.exemplars10
politicalid	2	11125503	alexandersanchez.exemplars10
genoccupation	23	11125503	alexandersanchez.exemplars10
occupation	23-1000	11125503	alexandersanchez.exemplars10
zipcode	55105	11125503	alexandersanchez.exemplars10
birthmonth	6	11125503	alexandersanchez.exemplars10
raceomb	6	11125503	alexandersanchez.exemplars10
major	9	11125503	alexandersanchez.exemplars10
relfamily	agnostic	11125503	alexandersanchez.exemplars10
sex	f	11125503	alexandersanchez.exemplars10
religion	none	11125503	alexandersanchez.exemplars10
citizenship	us	11125503	alexandersanchez.exemplars10
residence	us	11125503	alexandersanchez.exemplars10
dayofbirth	.	11131760	alexandersanchez.exemplars10
politicalid	1	11131760	alexandersanchez.exemplars10
major	13	11131760	alexandersanchez.exemplars10
birthyear	1981	11131760	alexandersanchez.exemplars10
ethnicityomb	2	11131760	alexandersanchez.exemplars10
religionid	2	11131760	alexandersanchez.exemplars10
genoccupation	25	11131760	alexandersanchez.exemplars10
occupation	25-2000	11131760	alexandersanchez.exemplars10
birthmonth	5	11131760	alexandersanchez.exemplars10
raceomb	5	11131760	alexandersanchez.exemplars10
education	7	11131760	alexandersanchez.exemplars10
zipcode	77077	11131760	alexandersanchez.exemplars10
sex	f	11131760	alexandersanchez.exemplars10
reldenom	other christian	11131760	alexandersanchez.exemplars10
relfamily	otherchristian	11131760	alexandersanchez.exemplars10
religion	protestant	11131760	alexandersanchez.exemplars10
citizenship	us	11131760	alexandersanchez.exemplars10
residence	us	11131760	alexandersanchez.exemplars10
politicalid	-2	11156251	alexandersanchez.exemplars10
dayofbirth	.	11156251	alexandersanchez.exemplars10
ethnicityomb	1	11156251	alexandersanchez.exemplars10
major	1	11156251	alexandersanchez.exemplars10
birthyear	1999	11156251	alexandersanchez.exemplars10
genoccupation	25-9999	11156251	alexandersanchez.exemplars10
occupation	25-9999	11156251	alexandersanchez.exemplars10
religionid	3	11156251	alexandersanchez.exemplars10
zipcode	4002	11156251	alexandersanchez.exemplars10
education	5	11156251	alexandersanchez.exemplars10
raceomb	8	11156251	alexandersanchez.exemplars10
birthmonth	9	11156251	alexandersanchez.exemplars10
sex	f	11156251	alexandersanchez.exemplars10
religion	jewish	11156251	alexandersanchez.exemplars10
relfamily	orthodox	11156251	alexandersanchez.exemplars10
citizenship	ve	11156251	alexandersanchez.exemplars10
residence	ve	11156251	alexandersanchez.exemplars10
dayofbirth	.	11158364	alexandersanchez.exemplars10
ethnicityomb	.	11158364	alexandersanchez.exemplars10
zipcode	04103	11158364	alexandersanchez.exemplars10
politicalid	1	11158364	alexandersanchez.exemplars10
religionid	1	11158364	alexandersanchez.exemplars10
birthyear	1996	11158364	alexandersanchez.exemplars10
genoccupation	25-9999	11158364	alexandersanchez.exemplars10
occupation	25-9999	11158364	alexandersanchez.exemplars10
raceomb	6	11158364	alexandersanchez.exemplars10
birthmonth	7	11158364	alexandersanchez.exemplars10
major	7	11158364	alexandersanchez.exemplars10
education	8	11158364	alexandersanchez.exemplars10
religion	catholic	11158364	alexandersanchez.exemplars10
sex	m	11158364	alexandersanchez.exemplars10
relfamily	roman catholic	11158364	alexandersanchez.exemplars10
citizenship	us	11158364	alexandersanchez.exemplars10
residence	us	11158364	alexandersanchez.exemplars10
politicalid	-2	11194512	alexandersanchez.exemplars10
dayofbirth	.	11194512	alexandersanchez.exemplars10
birthyear	1975	11194512	alexandersanchez.exemplars10
ethnicityomb	2	11194512	alexandersanchez.exemplars10
major	2	11194512	alexandersanchez.exemplars10
religionid	4	11194512	alexandersanchez.exemplars10
