characteristic	 value	 user_id	 study_name	 
ethnicityomb	2	10819928	alexandersanchez.exemplars8
politicalid	2	10819928	alexandersanchez.exemplars8
religionid	2	10819928	alexandersanchez.exemplars8
genoccupation	25	10819928	alexandersanchez.exemplars8
raceomb	6	10819928	alexandersanchez.exemplars8
major	8	10819928	alexandersanchez.exemplars8
education	9	10819928	alexandersanchez.exemplars8
zipcode	90064	10819928	alexandersanchez.exemplars8
religion	buddhist	10819928	alexandersanchez.exemplars8
sex	f	10819928	alexandersanchez.exemplars8
residence	sm	10819928	alexandersanchez.exemplars8
citizenship	us	10819928	alexandersanchez.exemplars8
dayofbirth	.	10821558	alexandersanchez.exemplars8
politicalid	0	10821558	alexandersanchez.exemplars8
genoccupation	13	10821558	alexandersanchez.exemplars8
occupation	13-2000	10821558	alexandersanchez.exemplars8
zipcode	13815	10821558	alexandersanchez.exemplars8
birthyear	1967	10821558	alexandersanchez.exemplars8
ethnicityomb	2	10821558	alexandersanchez.exemplars8
religionid	2	10821558	alexandersanchez.exemplars8
education	5	10821558	alexandersanchez.exemplars8
major	5	10821558	alexandersanchez.exemplars8
birthmonth	6	10821558	alexandersanchez.exemplars8
raceomb	6	10821558	alexandersanchez.exemplars8
sex	f	10821558	alexandersanchez.exemplars8
reldenom	just a christian	10821558	alexandersanchez.exemplars8
relfamily	nondenominational	10821558	alexandersanchez.exemplars8
religion	protestant	10821558	alexandersanchez.exemplars8
residence	sm	10821558	alexandersanchez.exemplars8
citizenship	us	10821558	alexandersanchez.exemplars8
dayofbirth	.	10879848	alexandersanchez.exemplars8
ethnicityomb	.	10879848	alexandersanchez.exemplars8
relfamily	.	10879848	alexandersanchez.exemplars8
zipcode	06385	10879848	alexandersanchez.exemplars8
birthyear	1998	10879848	alexandersanchez.exemplars8
politicalid	2	10879848	alexandersanchez.exemplars8
religionid	2	10879848	alexandersanchez.exemplars8
genoccupation	25	10879848	alexandersanchez.exemplars8
education	5	10879848	alexandersanchez.exemplars8
major	5	10879848	alexandersanchez.exemplars8
raceomb	6	10879848	alexandersanchez.exemplars8
birthmonth	9	10879848	alexandersanchez.exemplars8
religion	catholic	10879848	alexandersanchez.exemplars8
sex	f	10879848	alexandersanchez.exemplars8
residence	sm	10879848	alexandersanchez.exemplars8
citizenship	us	10879848	alexandersanchez.exemplars8
dayofbirth	.	10882432	alexandersanchez.exemplars8
politicalid	0	10882432	alexandersanchez.exemplars8
birthmonth	12	10882432	alexandersanchez.exemplars8
birthyear	1998	10882432	alexandersanchez.exemplars8
ethnicityomb	2	10882432	alexandersanchez.exemplars8
religionid	2	10882432	alexandersanchez.exemplars8
zipcode	22407	10882432	alexandersanchez.exemplars8
genoccupation	25-9999	10882432	alexandersanchez.exemplars8
occupation	25-9999	10882432	alexandersanchez.exemplars8
education	5	10882432	alexandersanchez.exemplars8
major	7	10882432	alexandersanchez.exemplars8
raceomb	8	10882432	alexandersanchez.exemplars8
sex	f	10882432	alexandersanchez.exemplars8
reldenom	just a christian	10882432	alexandersanchez.exemplars8
relfamily	nondenominational	10882432	alexandersanchez.exemplars8
religion	protestant	10882432	alexandersanchez.exemplars8
residence	sm	10882432	alexandersanchez.exemplars8
citizenship	us	10882432	alexandersanchez.exemplars8
